X,Y,Z
0.0,0.0,-0.9956453740087204
0.10101010101010101,0.0,-0.7701571645146861
0.20202020202020202,0.0,-0.13198351365409788
0.30303030303030304,0.0,0.5139168287461202
0.40404040404040403,0.0,0.3456550409629944
0.5050505050505051,0.0,0.6750838180820581
0.6060606060606061,0.0,1.5142969568290479
0.7070707070707071,0.0,1.5273933819471384
0.8080808080808081,0.0,1.3704547094281023
0.9090909090909091,0.0,1.8422879980718152
1.0101010101010102,0.0,1.6599442074215283
1.1111111111111112,0.0,1.7276611387025138
1.2121212121212122,0.0,1.9557072315567976
1.3131313131313131,0.0,1.271226967707483
1.4141414141414141,0.0,1.2358843339697083
1.5151515151515151,0.0,1.43926302998659
1.6161616161616161,0.0,1.1061938965686169
1.7171717171717171,0.0,1.255642756761453
1.8181818181818181,0.0,0.591883189504662
1.9191919191919191,0.0,0.0980851485780817
2.0202020202020203,0.0,0.5770451370659477
2.121212121212121,0.0,-0.3526923716102
2.2222222222222223,0.0,-0.7204263842168307
2.323232323232323,0.0,-1.652407254809273
2.4242424242424243,0.0,-1.8960235999114887
2.525252525252525,0.0,-2.22521481324648
2.6262626262626263,0.0,-3.1421078612540434
2.727272727272727,0.0,-3.229358360665163
2.8282828282828283,0.0,-4.068861429285685
2.929292929292929,0.0,-4.518598926580405
3.0303030303030303,0.0,-5.1444539704524
3.131313131313131,0.0,-4.926347690461574
3.2323232323232323,0.0,-5.984465059079481
3.3333333333333335,0.0,-6.771763050531979
3.4343434343434343,0.0,-6.653057307739408
3.5353535353535355,0.0,-7.678835355233914
3.6363636363636362,0.0,-7.626517310752144
3.7373737373737375,0.0,-8.614351758640424
3.8383838383838382,0.0,-8.720124188492457
3.9393939393939394,0.0,-8.513454274889284
4.040404040404041,0.0,-8.555546951517805
4.141414141414141,0.0,-8.882500306694963
4.242424242424242,0.0,-9.076607686298113
4.343434343434343,0.0,-9.19075474090964
4.444444444444445,0.0,-9.552718504703774
4.545454545454545,0.0,-9.28418063274021
4.646464646464646,0.0,-9.11627950463384
4.747474747474747,0.0,-8.522432259693927
4.848484848484849,0.0,-8.550757681076984
4.94949494949495,0.0,-8.95133219678865
5.05050505050505,0.0,-8.049911149258628
5.151515151515151,0.0,-7.945669722150726
5.252525252525253,0.0,-7.676982482955301
5.353535353535354,0.0,-6.89767062643567
5.454545454545454,0.0,-6.345685071525939
5.555555555555555,0.0,-5.9192610546550135
5.656565656565657,0.0,-5.967475588576817
5.757575757575758,0.0,-5.302732901995377
5.858585858585858,0.0,-4.586041335734788
5.959595959595959,0.0,-3.8535840637812457
6.0606060606060606,0.0,-3.740543646204416
6.161616161616162,0.0,-3.0972151063958524
6.262626262626262,0.0,-2.81688267270987
6.363636363636363,0.0,-2.290657537976502
6.4646464646464645,0.0,-1.1428232850607842
6.565656565656566,0.0,-0.4470619576511326
6.666666666666667,0.0,-0.3599812656670663
6.767676767676767,0.0,0.45673787102883245
6.8686868686868685,0.0,0.7324775895697246
6.96969696969697,0.0,0.8689686682140407
7.070707070707071,0.0,1.5758542236222255
7.171717171717171,0.0,2.296683858424498
7.2727272727272725,0.0,2.152090508407236
7.373737373737374,0.0,2.9167114248278874
7.474747474747475,0.0,1.9003736349381035
7.575757575757575,0.0,3.124356639711542
7.6767676767676765,0.0,3.0463611549209144
7.777777777777778,0.0,3.022912393716313
7.878787878787879,0.0,3.1818372238083406
7.979797979797979,0.0,2.548976090247686
8.080808080808081,0.0,3.0199434072092184
8.181818181818182,0.0,3.08415384597258
8.282828282828282,0.0,3.2635495932067013
8.383838383838384,0.0,2.461738056945682
8.484848484848484,0.0,2.127939185589832
8.585858585858587,0.0,1.9322541414888432
8.686868686868687,0.0,2.0319315789964705
8.787878787878787,0.0,1.4962943643882558
8.88888888888889,0.0,0.8488672638303105
8.98989898989899,0.0,0.7459174753500034
9.09090909090909,0.0,0.18373026711884904
9.191919191919192,0.0,-0.008870601903000486
9.292929292929292,0.0,-0.9759896516714116
9.393939393939394,0.0,-1.3363970748176788
9.494949494949495,0.0,-1.830177374776691
9.595959595959595,0.0,-2.622656596539853
9.696969696969697,0.0,-2.5573572560534408
9.797979797979798,0.0,-3.0170118186739074
9.8989898989899,0.0,-3.52462059673473
10.0,0.0,-4.004382798444022
0.0,0.10126582278481013,-1.5828152327181229
0.10101010101010101,0.10126582278481013,-0.8715492943648429
0.20202020202020202,0.10126582278481013,-0.44891068221775476
0.30303030303030304,0.10126582278481013,-0.20657960360236283
0.40404040404040403,0.10126582278481013,0.34156823291879274
0.5050505050505051,0.10126582278481013,0.837629521126103
0.6060606060606061,0.10126582278481013,1.5746169883042032
0.7070707070707071,0.10126582278481013,1.3150271599572247
0.8080808080808081,0.10126582278481013,1.5514599538963854
0.9090909090909091,0.10126582278481013,1.6176536858721333
1.0101010101010102,0.10126582278481013,1.1815545824980205
1.1111111111111112,0.10126582278481013,1.8155850906454856
1.2121212121212122,0.10126582278481013,1.8554956405020333
1.3131313131313131,0.10126582278481013,2.5368565537427648
1.4141414141414141,0.10126582278481013,1.646912616110844
1.5151515151515151,0.10126582278481013,1.6484915015163417
1.6161616161616161,0.10126582278481013,1.3487553273523976
1.7171717171717171,0.10126582278481013,0.7591690051430029
1.8181818181818181,0.10126582278481013,1.1550471769344015
1.9191919191919191,0.10126582278481013,0.6949946406469019
2.0202020202020203,0.10126582278481013,0.32224178662554803
2.121212121212121,0.10126582278481013,-0.6100463317116025
2.2222222222222223,0.10126582278481013,-0.3717774886299869
